mic;symbol;isin;date;open_value;high_value;low_value;last_value;change_prev_close_percentage;turnover
XZAG;CBX;HRZB00ICBEX6;9.5.2014;1670,66;1687,66;1668,71;1687,66;0,96;961033,05
XZAG;CBX;HRZB00ICBEX6;8.5.2014;1679,38;1679,38;1667,56;1671,6;-0,48;605053,09
XZAG;CBX;HRZB00ICBEX6;7.5.2014;1698,8;1698,8;1674,6;1679,64;-1,1;767507,03
XZAG;CBX;HRZB00ICBEX6;6.5.2014;1704,09;1705,2;1688,45;1698,39;-0,37;1598536,74
XZAG;CBX;HRZB00ICBEX6;5.5.2014;1708,76;1708,76;1700,82;1704,75;-0,24;1802557,28
XZAG;CBX;HRZB00ICBEX6;2.5.2014;1720,53;1722,11;1703,16;1708,77;-0,73;1186131,49
XZAG;CBX;HRZB00ICBEX6;30.4.2014;1739,08;1739,08;1718,35;1721,39;-1,02;1547835,99
XZAG;CBX;HRZB00ICBEX6;29.4.2014;1746,23;1746,23;1733,59;1739,18;-0,42;805554,47
XZAG;CBX;HRZB00ICBEX6;28.4.2014;1749,63;1749,99;1745,49;1746,57;-0,14;732283,16
XZAG;CBX;HRZB00ICBEX6;25.4.2014;1758,13;1758,13;1746,4;1749,09;-0,46;1091901,59
XZAG;CBX;HRZB00ICBEX6;24.4.2014;1753,36;1757,18;1745,27;1757,18;0,22;654798,81
XZAG;CBX;HRZB00ICBEX6;23.4.2014;1747,42;1753,82;1744,31;1753,32;0,34;1366853,54
XZAG;CBX;HRZB00ICBEX6;22.4.2014;1740,12;1747,49;1736,8;1747,42;0,43;1259156,58
XZAG;CBX;HRZB00ICBEX6;18.4.2014;1735,63;1739,97;1733,13;1739,97;0,22;429119,76
XZAG;CBX;HRZB00ICBEX6;17.4.2014;1733,49;1737,7;1726,55;1736,2;0,14;682001,61
XZAG;CBX;HRZB00ICBEX6;16.4.2014;1740,3;1740,3;1730,61;1733,8;-0,4;517529,77
XZAG;CBX;HRZB00ICBEX6;15.4.2014;1734,55;1744,16;1733,43;1740,77;0,36;822934,56
XZAG;CBX;HRZB00ICBEX6;14.4.2014;1744,85;1746,27;1734,54;1734,54;-0,59;859623,35
XZAG;CBX;HRZB00ICBEX6;11.4.2014;1743,89;1747,16;1742,25;1744,84;0,03;545310,44
XZAG;CBX;HRZB00ICBEX6;10.4.2014;1749,74;1752,43;1741,72;1744,32;-0,32;532292,19
XZAG;CBX;HRZB00ICBEX6;9.4.2014;1742,95;1749,97;1739,62;1749,97;0,4;1274879,7
XZAG;CBX;HRZB00ICBEX6;8.4.2014;1750,36;1750,62;1742,95;1742,95;-0,38;532468,41
XZAG;CBX;HRZB00ICBEX6;7.4.2014;1749,24;1754,18;1743,6;1749,55;-0,01;468625,17
XZAG;CBX;HRZB00ICBEX6;4.4.2014;1748,89;1752,12;1746,59;1749,76;0,01;643885,52
XZAG;CBX;HRZB00ICBEX6;3.4.2014;1752,12;1755,56;1745,78;1749,56;-0,1;1113702,83
XZAG;CBX;HRZB00ICBEX6;2.4.2014;1756,72;1758,39;1743,84;1751,24;-0,3;1674306,96
XZAG;CBX;HRZB00ICBEX6;1.4.2014;1758,44;1758,44;1745,01;1756,5;-0,11;2398618,38
XZAG;CBX;HRZB00ICBEX6;31.3.2014;1753,24;1758,44;1746,74;1758,44;0,3;1342801,6
XZAG;CBX;HRZB00ICBEX6;28.3.2014;1752,31;1753,98;1748,53;1753,22;0,06;807284,9
XZAG;CBX;HRZB00ICBEX6;27.3.2014;1751,88;1752,25;1746,19;1752,25;0,01;568477,38
XZAG;CBX;HRZB00ICBEX6;26.3.2014;1764,76;1764,76;1749,36;1752,08;-0,79;734647,55
XZAG;CBX;HRZB00ICBEX6;25.3.2014;1759,89;1766,92;1757,32;1766,1;0,34;548112,39
XZAG;CBX;HRZB00ICBEX6;24.3.2014;1775,92;1775,92;1758,4;1760,14;-0,91;470739,22
XZAG;CBX;HRZB00ICBEX6;21.3.2014;1771,37;1779,22;1766,6;1776,23;0,28;1431378,79
XZAG;CBX;HRZB00ICBEX6;20.3.2014;1764,91;1772,05;1764,91;1771,2;0,38;1083007,11
XZAG;CBX;HRZB00ICBEX6;19.3.2014;1764,02;1765,17;1760,9;1764,52;0,05;765467,57
XZAG;CBX;HRZB00ICBEX6;18.3.2014;1763,45;1777,04;1757,99;1763,7;0;1067064,25
XZAG;CBX;HRZB00ICBEX6;17.3.2014;1761,83;1765,5;1759,83;1763,78;0,11;769997,67
XZAG;CBX;HRZB00ICBEX6;14.3.2014;1767,59;1767,59;1755,42;1761,88;-0,15;1421548,88
XZAG;CBX;HRZB00ICBEX6;13.3.2014;1777,83;1777,83;1762,66;1764,51;-0,69;2252038,04
XZAG;CBX;HRZB00ICBEX6;12.3.2014;1773,74;1787,45;1770,7;1776,79;0,18;4438703,04
XZAG;CBX;HRZB00ICBEX6;11.3.2014;1777,64;1783,72;1766,9;1773,68;-0,22;1236916,69
XZAG;CBX;HRZB00ICBEX6;10.3.2014;1782,27;1784,33;1776,09;1777,56;-0,29;610009,01
XZAG;CBX;HRZB00ICBEX6;7.3.2014;1780,87;1793,13;1777,03;1782,71;0,09;1130098,84
XZAG;CBX;HRZB00ICBEX6;6.3.2014;1773,23;1783,43;1772,69;1781,08;0,49;777810,2
XZAG;CBX;HRZB00ICBEX6;5.3.2014;1773,23;1777,42;1771,06;1772,45;-0,05;622231,27
XZAG;CBX;HRZB00ICBEX6;4.3.2014;1775,41;1779,14;1771,57;1773,33;-0,11;823748,33
XZAG;CBX;HRZB00ICBEX6;3.3.2014;1794,64;1795,14;1773,95;1775,32;-1,1;838411,25
XZAG;CBX;HRZB00ICBEX6;28.2.2014;1779,64;1801,05;1779,54;1795,09;0,93;1404874,54
XZAG;CBX;HRZB00ICBEX6;27.2.2014;1781,2;1783,17;1777,97;1778,54;-0,15;925627,54
XZAG;CBX;HRZB00ICBEX6;26.2.2014;1783,84;1787,66;1779,15;1781,13;-0,15;633458,64
XZAG;CBX;HRZB00ICBEX6;25.2.2014;1784,57;1792,59;1783,44;1783,84;-0,04;1240870,46
XZAG;CBX;HRZB00ICBEX6;24.2.2014;1787,26;1790,98;1780,72;1784,61;-0,14;1576355,93
XZAG;CBX;HRZB00ICBEX6;21.2.2014;1788,41;1788,6;1784,04;1787,15;-0,07;631076,5
XZAG;CBX;HRZB00ICBEX6;20.2.2014;1786,59;1789,39;1781,57;1788,36;0,09;690545,1
XZAG;CBX;HRZB00ICBEX6;19.2.2014;1790,94;1796,08;1781,64;1786,73;-0,24;1507163,29
XZAG;CBX;HRZB00ICBEX6;18.2.2014;1797,11;1799,23;1788,45;1791;-0,41;710933,66
XZAG;CBX;HRZB00ICBEX6;17.2.2014;1799,45;1801,74;1793,44;1798,34;-0,03;1228485,43
XZAG;CBX;HRZB00ICBEX6;14.2.2014;1811,63;1811,63;1798,7;1798,87;-0,7;2543330,02
XZAG;CBX;HRZB00ICBEX6;13.2.2014;1810,53;1814,05;1806,51;1811,59;0,08;763585,16
XZAG;CBX;HRZB00ICBEX6;12.2.2014;1806,23;1812,63;1805,08;1810,22;0,22;897917,29
XZAG;CBX;HRZB00ICBEX6;11.2.2014;1804,49;1810,4;1800,7;1806,21;0,08;2695186,57
XZAG;CBX;HRZB00ICBEX6;10.2.2014;1804,22;1807,28;1801,77;1804,72;0,01;970590,64
XZAG;CBX;HRZB00ICBEX6;7.2.2014;1799,7;1804,62;1794,89;1804,62;0,22;1053393,28
XZAG;CBX;HRZB00ICBEX6;6.2.2014;1797,79;1803,14;1796,25;1800,65;0,16;471935,86
XZAG;CBX;HRZB00ICBEX6;5.2.2014;1789,45;1797,85;1787,83;1797,79;0,48;537549,03
XZAG;CBX;HRZB00ICBEX6;4.2.2014;1795,28;1795,81;1787,41;1789,13;-0,33;1624613,89
XZAG;CBX;HRZB00ICBEX6;3.2.2014;1803,15;1804,9;1794,74;1795,09;-0,47;2023875,55
XZAG;CBX;HRZB00ICBEX6;31.1.2014;1813,26;1813,48;1796,92;1803,53;-0,21;463604,58
XZAG;CBX;HRZB00ICBEX6;30.1.2014;1802,21;1813,28;1798,95;1807,3;0,31;553319,35
XZAG;CBX;HRZB00ICBEX6;29.1.2014;1797,48;1804,19;1797,48;1801,67;0,36;889648,44
XZAG;CBX;HRZB00ICBEX6;28.1.2014;1796,44;1802;1792,75;1795,18;-0,06;2111711,16
XZAG;CBX;HRZB00ICBEX6;27.1.2014;1804,59;1804,59;1791,33;1796,24;-0,45;670786,22
XZAG;CBX;HRZB00ICBEX6;24.1.2014;1811,25;1812,01;1802,31;1804,33;-0,38;756822,38
XZAG;CBX;HRZB00ICBEX6;23.1.2014;1810,67;1814,11;1802,21;1811,16;0,02;853861,62
XZAG;CBX;HRZB00ICBEX6;22.1.2014;1809,37;1812,42;1802,44;1810,75;0,07;569042,61
XZAG;CBX;HRZB00ICBEX6;21.1.2014;1812,97;1813,16;1800,09;1809,53;-0,19;1161432,07
XZAG;CBX;HRZB00ICBEX6;20.1.2014;1811,99;1815,59;1804,5;1812,97;0,05;891734,3
XZAG;CBX;HRZB00ICBEX6;17.1.2014;1801,86;1812,12;1799,15;1812,12;0,57;927541,93
XZAG;CBX;HRZB00ICBEX6;16.1.2014;1810,78;1814,02;1795,83;1801,89;-0,5;1039603,92
XZAG;CBX;HRZB00ICBEX6;15.1.2014;1814,78;1814,78;1801,31;1810,91;-0,21;803376,79
XZAG;CBX;HRZB00ICBEX6;14.1.2014;1815,73;1819,56;1809,07;1814,76;-0,08;820534,06
XZAG;CBX;HRZB00ICBEX6;13.1.2014;1804,46;1818,74;1801,01;1816,26;0,65;1012938,76
XZAG;CBX;HRZB00ICBEX6;10.1.2014;1812,41;1815,21;1794,86;1804,47;-0,45;1312777,04
XZAG;CBX;HRZB00ICBEX6;9.1.2014;1799,52;1813,23;1799,52;1812,63;0,67;1015824,87
XZAG;CBX;HRZB00ICBEX6;8.1.2014;1802,62;1802,88;1797,89;1800,64;-0,11;793381,97
XZAG;CBX;HRZB00ICBEX6;7.1.2014;1799,41;1809,82;1794,93;1802,6;0,19;1230468,13
XZAG;CBX;HRZB00ICBEX6;3.1.2014;1804,4;1804,4;1798,69;1799,24;-0,29;565898,48
XZAG;CBX;HRZB00ICBEX6;2.1.2014;1794,71;1804,57;1792,69;1804,55;0,57;615290,2
XZAG;CBX;HRZB00ICBEX6;31.12.2013;1779,79;1794,28;1778,59;1794,28;0,82;790065,1
XZAG;CBX;HRZB00ICBEX6;30.12.2013;1779,58;1782,93;1774,4;1779,75;-0,04;930888
XZAG;CBX;HRZB00ICBEX6;27.12.2013;1783,25;1789,03;1777,94;1780,38;-0,16;1235983,38
XZAG;CBX;HRZB00ICBEX6;23.12.2013;1777,15;1783,75;1773,68;1783,23;0,27;705129,51
XZAG;CBX;HRZB00ICBEX6;20.12.2013;1786,07;1789,68;1776,87;1778,49;-0,45;1387383,17
XZAG;CBX;HRZB00ICBEX6;19.12.2013;1778,24;1787,34;1777,46;1786,56;0,48;2660788,29
XZAG;CBX;HRZB00ICBEX6;18.12.2013;1770,11;1781,58;1769,14;1777,99;0,45;649190,91
XZAG;CBX;HRZB00ICBEX6;17.12.2013;1771,42;1779,04;1766,87;1770,09;-0,06;1399390,68
XZAG;CBX;HRZB00ICBEX6;16.12.2013;1766,15;1774,59;1766,15;1771,08;0,26;1396159,29
XZAG;CBX;HRZB00ICBEX6;13.12.2013;1762,46;1766,52;1760,4;1766,52;0,23;502629,18
XZAG;CBX;HRZB00ICBEX6;12.12.2013;1761,07;1764,7;1755,78;1762,43;0,09;961450,52
XZAG;CBX;HRZB00ICBEX6;11.12.2013;1758,82;1763,33;1755,9;1760,85;0,16;790718,96
XZAG;CBX;HRZB00ICBEX6;10.12.2013;1760,19;1766,26;1756,96;1758,03;-0,08;930133,93
XZAG;CBX;HRZB00ICBEX6;9.12.2013;1765,38;1768,33;1756,18;1759,39;-0,33;877182,48
XZAG;CBX;HRZB00ICBEX6;6.12.2013;1765,28;1768,22;1760,26;1765,29;-0,01;695624,84
XZAG;CBX;HRZB00ICBEX6;5.12.2013;1768,9;1772,12;1760,12;1765,46;-0,18;1075047,55
XZAG;CBX;HRZB00ICBEX6;4.12.2013;1760,88;1768,72;1757,97;1768,72;0,46;543086,18
XZAG;CBX;HRZB00ICBEX6;3.12.2013;1766,87;1766,87;1757,03;1760,55;-0,37;793071,55
XZAG;CBX;HRZB00ICBEX6;2.12.2013;1771,95;1771,95;1761,52;1767,04;-0,29;292301,7
XZAG;CBX;HRZB00ICBEX6;29.11.2013;1766,78;1773,34;1764,97;1772,11;0,31;579190,43
XZAG;CBX;HRZB00ICBEX6;28.11.2013;1768,16;1768,37;1759,76;1766,57;-0,07;833637,39
XZAG;CBX;HRZB00ICBEX6;27.11.2013;1768,58;1770,3;1762,87;1767,79;-0,05;516059,85
XZAG;CBX;HRZB00ICBEX6;26.11.2013;1776,19;1776,19;1764;1768,62;-0,43;3602034,55
XZAG;CBX;HRZB00ICBEX6;25.11.2013;1772,19;1777,14;1761,75;1776,21;0,22;819203,44
XZAG;CBX;HRZB00ICBEX6;22.11.2013;1771,88;1774,62;1769,51;1772,37;0,03;961861,88
XZAG;CBX;HRZB00ICBEX6;21.11.2013;1765,68;1771,85;1765,11;1771,8;0,34;754083,18
XZAG;CBX;HRZB00ICBEX6;20.11.2013;1758,75;1765,84;1754,03;1765,84;0,44;1431065,43
XZAG;CBX;HRZB00ICBEX6;19.11.2013;1748,49;1758,18;1748,33;1758,18;0,57;1023069,08
XZAG;CBX;HRZB00ICBEX6;18.11.2013;1745,63;1748,66;1740,37;1748,16;0,15;1135397,03
XZAG;CBX;HRZB00ICBEX6;15.11.2013;1740,81;1745,62;1738,72;1745,62;0,25;573600,81
XZAG;CBX;HRZB00ICBEX6;14.11.2013;1740,53;1741,33;1734,89;1741,33;0,05;709307,08
XZAG;CBX;HRZB00ICBEX6;13.11.2013;1741,24;1744,1;1736,53;1740,44;-0,07;799782,33
XZAG;CBX;HRZB00ICBEX6;12.11.2013;1753,29;1753,69;1737,02;1741,65;-0,69;565967,4
XZAG;CBX;HRZB00ICBEX6;11.11.2013;1766,3;1766,3;1749,55;1753,68;-0,75;460543,77
XZAG;CBX;HRZB00ICBEX6;8.11.2013;1756,1;1767,02;1746,77;1767,02;0,55;1282411,56
XZAG;CBX;HRZB00ICBEX6;7.11.2013;1746,82;1757,54;1741,15;1757,42;0,51;804634,34
XZAG;CBX;HRZB00ICBEX6;6.11.2013;1751,86;1754,85;1743,05;1748,57;-0,26;1169449,57
XZAG;CBX;HRZB00ICBEX6;5.11.2013;1751,04;1754,62;1747,69;1753,11;0,11;1151395,3
XZAG;CBX;HRZB00ICBEX6;4.11.2013;1762,42;1763,33;1745,97;1751,13;-0,75;1085821,41
XZAG;CBX;HRZB00ICBEX6;31.10.2013;1755,07;1764,41;1750,08;1764,41;0,57;615293,47
XZAG;CBX;HRZB00ICBEX6;30.10.2013;1766,66;1766,66;1749,09;1754,43;-0,67;1475336,04
XZAG;CBX;HRZB00ICBEX6;29.10.2013;1761,68;1766,22;1753,03;1766,22;0,23;1026404,77
XZAG;CBX;HRZB00ICBEX6;28.10.2013;1763,57;1767,22;1752,94;1762,22;-0,11;452095,55
XZAG;CBX;HRZB00ICBEX6;25.10.2013;1765,75;1766,83;1759,61;1764,1;-0,11;1002091,59
XZAG;CBX;HRZB00ICBEX6;24.10.2013;1756,75;1766,03;1756,12;1766,01;0,53;1167300,39
XZAG;CBX;HRZB00ICBEX6;23.10.2013;1762,68;1763,28;1755;1756,76;-0,33;540820,38
XZAG;CBX;HRZB00ICBEX6;22.10.2013;1760,64;1768,28;1757,54;1762,55;0,13;1029239,35
XZAG;CBX;HRZB00ICBEX6;21.10.2013;1767,34;1767,51;1756,11;1760,25;-0,44;1167473,57
XZAG;CBX;HRZB00ICBEX6;18.10.2013;1765,08;1768,87;1761,97;1768,11;0,17;403537,15
XZAG;CBX;HRZB00ICBEX6;17.10.2013;1776,9;1777,35;1763,19;1765,09;-0,69;945670,43
XZAG;CBX;HRZB00ICBEX6;16.10.2013;1777,51;1781,15;1772,63;1777,41;0;724116,82
XZAG;CBX;HRZB00ICBEX6;15.10.2013;1782,13;1782,13;1774,26;1777,43;-0,29;915652,56
XZAG;CBX;HRZB00ICBEX6;14.10.2013;1793,19;1800,05;1777,87;1782,55;-0,64;1210508,8
XZAG;CBX;HRZB00ICBEX6;11.10.2013;1787,24;1794,8;1785,99;1794,06;0,36;808583,55
XZAG;CBX;HRZB00ICBEX6;10.10.2013;1795,52;1796,39;1785,52;1787,7;-0,43;878984,94
XZAG;CBX;HRZB00ICBEX6;9.10.2013;1795,58;1800,61;1791,75;1795,41;0,03;1251769,06
XZAG;CBX;HRZB00ICBEX6;7.10.2013;1805,07;1810,97;1790,57;1794,96;-0,55;566370,26
XZAG;CBX;HRZB00ICBEX6;4.10.2013;1818,79;1818,79;1800,55;1804,94;-0,76;811874,6
XZAG;CBX;HRZB00ICBEX6;3.10.2013;1816,63;1819,11;1811,56;1818,77;0,14;919768,07
XZAG;CBX;HRZB00ICBEX6;2.10.2013;1812,01;1816,21;1807,21;1816,21;0,22;620438,84
XZAG;CBX;HRZB00ICBEX6;1.10.2013;1810,2;1815,88;1807,92;1812,19;0,09;925301,97
XZAG;CBX;HRZB00ICBEX6;30.9.2013;1817,21;1820,59;1809,8;1810,54;-0,49;970141,67
XZAG;CBX;HRZB00ICBEX6;27.9.2013;1818,5;1823,37;1813,12;1819,42;0,04;1171577,84
XZAG;CBX;HRZB00ICBEX6;26.9.2013;1821,15;1822,83;1816,97;1818,65;-0,2;819049,04
XZAG;CBX;HRZB00ICBEX6;25.9.2013;1817,34;1823,57;1817,34;1822,35;0,24;603299,08
XZAG;CBX;HRZB00ICBEX6;24.9.2013;1821,62;1825,38;1818,01;1818,01;-0,22;651440,88
XZAG;CBX;HRZB00ICBEX6;23.9.2013;1823,78;1828,82;1822,03;1822,03;-0,11;1179822,91
XZAG;CBX;HRZB00ICBEX6;20.9.2013;1830,47;1830,65;1823,48;1823,97;-0,32;1101340,38
XZAG;CBX;HRZB00ICBEX6;19.9.2013;1820,82;1830,59;1820,45;1829,82;0,5;1110591,2
XZAG;CBX;HRZB00ICBEX6;18.9.2013;1818,44;1821,1;1816,34;1820,68;0,09;926194,02
XZAG;CBX;HRZB00ICBEX6;17.9.2013;1825,81;1827,07;1813,85;1819,02;-0,37;861254,75
XZAG;CBX;HRZB00ICBEX6;16.9.2013;1828,45;1830,03;1820,68;1825,7;-0,14;528235,71
XZAG;CBX;HRZB00ICBEX6;13.9.2013;1826,55;1832,71;1823,96;1828,35;0,15;534550,95
XZAG;CBX;HRZB00ICBEX6;12.9.2013;1831,8;1833,49;1825,53;1825,53;-0,32;1043257
XZAG;CBX;HRZB00ICBEX6;11.9.2013;1833,76;1834,68;1827,33;1831,36;-0,12;806228,07
XZAG;CBX;HRZB00ICBEX6;10.9.2013;1833,65;1839,36;1831,48;1833,55;-0,04;1376475,29
XZAG;CBX;HRZB00ICBEX6;9.9.2013;1826,05;1838,33;1826,05;1834,31;0,44;894120,6
XZAG;CBX;HRZB00ICBEX6;6.9.2013;1834,88;1836,4;1823,92;1826,19;-0,49;1376464,42
XZAG;CBX;HRZB00ICBEX6;5.9.2013;1832,84;1835,58;1829,06;1835,26;0,12;850906,19
XZAG;CBX;HRZB00ICBEX6;4.9.2013;1840,53;1840,53;1828,01;1833,14;-0,42;420073,91
XZAG;CBX;HRZB00ICBEX6;3.9.2013;1845,64;1847,35;1832,63;1840,85;-0,26;775585,03
XZAG;CBX;HRZB00ICBEX6;2.9.2013;1841,17;1853,71;1839,39;1845,62;0,23;1653215,77
XZAG;CBX;HRZB00ICBEX6;30.8.2013;1833,38;1843,56;1832,93;1841,41;0,43;1491123,47
XZAG;CBX;HRZB00ICBEX6;29.8.2013;1830,89;1834,75;1826,21;1833,52;0,14;581327,97
XZAG;CBX;HRZB00ICBEX6;28.8.2013;1838,85;1839,35;1830,63;1830,97;-0,45;1030475,19
XZAG;CBX;HRZB00ICBEX6;27.8.2013;1847,45;1848,59;1836,65;1839,16;-0,47;599666,64
XZAG;CBX;HRZB00ICBEX6;26.8.2013;1848,89;1859,6;1844,98;1847,81;-0,09;552955,22
XZAG;CBX;HRZB00ICBEX6;23.8.2013;1851,54;1856,77;1847,21;1849,47;-0,12;710736,84
XZAG;CBX;HRZB00ICBEX6;22.8.2013;1842,51;1852,02;1842,44;1851,76;0,49;3345839,05
XZAG;CBX;HRZB00ICBEX6;21.8.2013;1854,47;1854,48;1841,01;1842,82;-0,61;1136903,29
XZAG;CBX;HRZB00ICBEX6;20.8.2013;1842,72;1854,08;1838,46;1854,08;0,55;513068,9
XZAG;CBX;HRZB00ICBEX6;19.8.2013;1837,32;1843,85;1836,62;1843,85;0,36;1364727,95
XZAG;CBX;HRZB00ICBEX6;16.8.2013;1836,62;1838,31;1834,11;1837,31;0,09;358338,84
XZAG;CBX;HRZB00ICBEX6;14.8.2013;1828,1;1836,23;1826,43;1835,6;0,48;344892,75
XZAG;CBX;HRZB00ICBEX6;13.8.2013;1829,49;1829,67;1822,17;1826,87;-0,14;491152,21
XZAG;CBX;HRZB00ICBEX6;12.8.2013;1827,09;1829,47;1823,44;1829,47;0,13;477471,7
XZAG;CBX;HRZB00ICBEX6;9.8.2013;1830,98;1836,24;1826,81;1827,09;-0,21;411448,77
XZAG;CBX;HRZB00ICBEX6;8.8.2013;1835,63;1838,48;1829,13;1830,96;-0,24;815537,43
XZAG;CBX;HRZB00ICBEX6;7.8.2013;1839,85;1842,55;1830,65;1835,37;-0,25;283026,07
XZAG;CBX;HRZB00ICBEX6;6.8.2013;1853,45;1853,57;1834,75;1839,88;-0,74;814446,64
XZAG;CBX;HRZB00ICBEX6;2.8.2013;1861,13;1861,79;1848,71;1853,65;-0,32;529608,99
XZAG;CBX;HRZB00ICBEX6;1.8.2013;1850,43;1860,09;1846,59;1859,51;0,59;404190,55
XZAG;CBX;HRZB00ICBEX6;31.7.2013;1839,98;1860,64;1836,83;1848,55;0,29;1522215,93
XZAG;CBX;HRZB00ICBEX6;30.7.2013;1828,24;1843,17;1828,24;1843,17;0,77;818033,09
XZAG;CBX;HRZB00ICBEX6;29.7.2013;1839,85;1839,85;1824,2;1829,12;-0,58;867702,93
XZAG;CBX;HRZB00ICBEX6;26.7.2013;1846,11;1850,04;1838,89;1839,79;-0,34;739328,37
XZAG;CBX;HRZB00ICBEX6;25.7.2013;1850,93;1852,03;1844,01;1846,03;-0,27;489178,85
XZAG;CBX;HRZB00ICBEX6;24.7.2013;1840,27;1851,16;1836,94;1850,96;0,58;574956,68
XZAG;CBX;HRZB00ICBEX6;23.7.2013;1841,59;1842,84;1837,62;1840,34;-0,13;715452,9
XZAG;CBX;HRZB00ICBEX6;22.7.2013;1850,88;1852,68;1838,57;1842,69;-0,43;531485,47
XZAG;CBX;HRZB00ICBEX6;19.7.2013;1856,5;1861,36;1849,7;1850,69;-0,32;1610972,28
XZAG;CBX;HRZB00ICBEX6;18.7.2013;1828,86;1856,71;1828,82;1856,58;1,51;982247,18
XZAG;CBX;HRZB00ICBEX6;17.7.2013;1835,14;1838,64;1823,75;1829,05;-0,33;1525904,34
XZAG;CBX;HRZB00ICBEX6;16.7.2013;1825,35;1835,1;1822,47;1835,1;0,54;669134,94
XZAG;CBX;HRZB00ICBEX6;15.7.2013;1827,74;1827,74;1820,4;1825,33;-0,13;870369,37
XZAG;CBX;HRZB00ICBEX6;12.7.2013;1823,31;1828,74;1821,7;1827,74;0,17;944568,24
XZAG;CBX;HRZB00ICBEX6;11.7.2013;1811,73;1828,92;1811,54;1824,57;0,71;975886,2
XZAG;CBX;HRZB00ICBEX6;10.7.2013;1821,06;1822,09;1810,25;1811,73;-0,5;398964,16
XZAG;CBX;HRZB00ICBEX6;9.7.2013;1806,03;1820,86;1801,23;1820,86;0,82;694849,93
XZAG;CBX;HRZB00ICBEX6;8.7.2013;1802,89;1807,55;1795,77;1806,02;0,1;724428,79
XZAG;CBX;HRZB00ICBEX6;5.7.2013;1801,38;1807,51;1792,95;1804,18;0,16;895186,24
XZAG;CBX;HRZB00ICBEX6;4.7.2013;1812,31;1814,26;1800,89;1801,26;-0,52;566985,56
XZAG;CBX;HRZB00ICBEX6;3.7.2013;1808,86;1819,63;1807,38;1810,68;0,1;555412,17
XZAG;CBX;HRZB00ICBEX6;2.7.2013;1803,06;1808,88;1800,32;1808,88;0,27;560788,15
XZAG;CBX;HRZB00ICBEX6;1.7.2013;1806,96;1807,48;1798,08;1804,09;-0,03;518781,96
XZAG;CBX;HRZB00ICBEX6;28.6.2013;1796,98;1808,93;1796,11;1804,69;0,43;882131,32
XZAG;CBX;HRZB00ICBEX6;27.6.2013;1781,19;1796,98;1780,16;1796,98;0,89;519438,01
XZAG;CBX;HRZB00ICBEX6;26.6.2013;1788,69;1789,32;1779,11;1781,17;-0,37;575719,31
XZAG;CBX;HRZB00ICBEX6;24.6.2013;1795,57;1798,1;1787,67;1787,84;-0,43;833718,68
XZAG;CBX;HRZB00ICBEX6;21.6.2013;1783,91;1797,26;1783,13;1795,57;0,66;891494,58
XZAG;CBX;HRZB00ICBEX6;20.6.2013;1786,51;1786,91;1774,78;1783,85;-0,01;1118713,06
XZAG;CBX;HRZB00ICBEX6;19.6.2013;1784,66;1798,21;1784,01;1784,01;-0,04;968895,61
XZAG;CBX;HRZB00ICBEX6;18.6.2013;1805,93;1805,93;1783,96;1784,67;-1,17;1064870,54
XZAG;CBX;HRZB00ICBEX6;17.6.2013;1801,86;1808,84;1795,67;1805,88;0,23;1091376,98
XZAG;CBX;HRZB00ICBEX6;14.6.2013;1799,67;1807,08;1796,27;1801,82;0,11;1315927,25
XZAG;CBX;HRZB00ICBEX6;13.6.2013;1824,83;1825,56;1797,42;1799,76;-1,37;1066882,06
XZAG;CBX;HRZB00ICBEX6;12.6.2013;1835,25;1837,64;1821,71;1824,83;-0,6;1028380,16
XZAG;CBX;HRZB00ICBEX6;11.6.2013;1839,72;1842,02;1830,65;1835,77;-0,21;1078082,29
XZAG;CBX;HRZB00ICBEX6;10.6.2013;1849,95;1852,9;1839,71;1839,71;-0,56;1315766,19
XZAG;CBX;HRZB00ICBEX6;7.6.2013;1858,54;1858,65;1843,94;1850,14;-0,46;934440,42
XZAG;CBX;HRZB00ICBEX6;6.6.2013;1840,92;1858,71;1837,87;1858,71;0,91;1209788,93
XZAG;CBX;HRZB00ICBEX6;5.6.2013;1851,78;1852,31;1837,15;1841,9;-0,59;1271985,37
XZAG;CBX;HRZB00ICBEX6;4.6.2013;1838,48;1852,74;1837,66;1852,74;0,78;758596,71
XZAG;CBX;HRZB00ICBEX6;3.6.2013;1853,89;1853,89;1837,95;1838,46;-0,84;835746,67
XZAG;CBX;HRZB00ICBEX6;31.5.2013;1854,05;1856,19;1845,15;1853,97;-0,03;1205921,91
XZAG;CBX;HRZB00ICBEX6;29.5.2013;1865,41;1866,16;1854,09;1854,48;-0,46;426437,01
XZAG;CBX;HRZB00ICBEX6;28.5.2013;1884,31;1884,31;1857,98;1862,97;-1,13;1212544,84
XZAG;CBX;HRZB00ICBEX6;27.5.2013;1880,1;1885,04;1876,66;1884,25;0,17;1166679,99
XZAG;CBX;HRZB00ICBEX6;24.5.2013;1861,35;1881,08;1861,35;1881,08;1,01;678060,92
XZAG;CBX;HRZB00ICBEX6;23.5.2013;1882,08;1884,17;1854,09;1862,32;-1,05;800688,15
XZAG;CBX;HRZB00ICBEX6;22.5.2013;1879,9;1882,12;1872,16;1882,12;0,14;10932431,27
XZAG;CBX;HRZB00ICBEX6;21.5.2013;1885,68;1889,73;1876,32;1879,44;-0,36;472997,55
